Start (s),End (s),Scientific name,Common name,Confidence,File
21.0,24.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7778,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
135.0,138.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.9156,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
141.0,144.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.8672,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
144.0,147.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.8100,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
180.0,183.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7548,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
189.0,192.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.9322,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
195.0,198.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.8721,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
198.0,201.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.8915,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
210.0,213.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.8073,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
219.0,222.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.9275,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
225.0,228.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7747,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
228.0,231.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.8517,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
231.0,234.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.8025,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
237.0,240.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7247,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
264.0,267.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7383,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
276.0,279.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7763,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
294.0,297.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7739,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_074500.wav
