Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8284,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
6.0,9.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8803,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
99.0,102.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8461,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
102.0,105.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.9089,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
105.0,108.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8385,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
111.0,114.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8903,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
114.0,117.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8675,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
120.0,123.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.7561,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
123.0,126.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8063,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
126.0,129.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8727,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
144.0,147.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8430,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
162.0,165.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8701,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
228.0,231.0,Streptopelia chinensis,Spotted Dove,0.7072,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
255.0,258.0,Streptopelia chinensis,Spotted Dove,0.7131,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_161500.wav
