Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Gallus sonneratii,Gray Junglefowl,0.8658,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
6.0,9.0,Gallus sonneratii,Gray Junglefowl,0.8347,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
12.0,15.0,Gallus sonneratii,Gray Junglefowl,0.9774,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
15.0,18.0,Gallus sonneratii,Gray Junglefowl,0.9862,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
18.0,21.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8989,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
24.0,27.0,Gallus sonneratii,Gray Junglefowl,0.8106,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
24.0,27.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8020,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
27.0,30.0,Gallus sonneratii,Gray Junglefowl,0.7539,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
30.0,33.0,Gallus sonneratii,Gray Junglefowl,0.9841,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
48.0,51.0,Gallus sonneratii,Gray Junglefowl,0.9706,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
51.0,54.0,Gallus sonneratii,Gray Junglefowl,0.9455,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
60.0,63.0,Gallus sonneratii,Gray Junglefowl,0.9968,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
63.0,66.0,Gallus sonneratii,Gray Junglefowl,0.7456,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
72.0,75.0,Pycnonotus luteolus,White-browed Bulbul,0.9752,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
75.0,78.0,Pycnonotus luteolus,White-browed Bulbul,0.9764,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
78.0,81.0,Gallus sonneratii,Gray Junglefowl,0.9681,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
84.0,87.0,Gallus sonneratii,Gray Junglefowl,0.8527,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
90.0,93.0,Pycnonotus luteolus,White-browed Bulbul,0.7670,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
102.0,105.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.7978,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
108.0,111.0,Pycnonotus luteolus,White-browed Bulbul,0.7975,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
111.0,114.0,Gallus sonneratii,Gray Junglefowl,0.8022,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
129.0,132.0,Gallus sonneratii,Gray Junglefowl,0.9858,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
132.0,135.0,Gallus sonneratii,Gray Junglefowl,0.9525,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
141.0,144.0,Orthotomus sutorius,Common Tailorbird,0.9050,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
144.0,147.0,Gallus sonneratii,Gray Junglefowl,0.9842,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
159.0,162.0,Gallus sonneratii,Gray Junglefowl,0.9849,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
174.0,177.0,Gallus sonneratii,Gray Junglefowl,0.8138,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
201.0,204.0,Gallus sonneratii,Gray Junglefowl,0.9792,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
207.0,210.0,Gallus sonneratii,Gray Junglefowl,0.9641,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
234.0,237.0,Gallus sonneratii,Gray Junglefowl,0.8352,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
252.0,255.0,Gallus sonneratii,Gray Junglefowl,0.9438,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
297.0,300.0,Gallus sonneratii,Gray Junglefowl,0.7143,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_063000.wav
