Start (s),End (s),Scientific name,Common name,Confidence,File
15.0,18.0,Iduna rama,Sykes's Warbler,0.7528,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
27.0,30.0,Pycnonotus luteolus,White-browed Bulbul,0.7492,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
30.0,33.0,Pycnonotus luteolus,White-browed Bulbul,0.9959,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
66.0,69.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8157,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
78.0,81.0,Pycnonotus luteolus,White-browed Bulbul,0.8134,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
132.0,135.0,Gallus sonneratii,Gray Junglefowl,0.9936,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
147.0,150.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8944,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
147.0,150.0,Gallus sonneratii,Gray Junglefowl,0.8901,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
159.0,162.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8331,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
183.0,186.0,Gallus sonneratii,Gray Junglefowl,0.9272,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
183.0,186.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8627,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
189.0,192.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.7931,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
195.0,198.0,Gallus sonneratii,Gray Junglefowl,0.9536,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
195.0,198.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.9093,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
216.0,219.0,Gallus sonneratii,Gray Junglefowl,0.9882,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
231.0,234.0,Gallus sonneratii,Gray Junglefowl,0.7301,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
246.0,249.0,Gallus sonneratii,Gray Junglefowl,0.9593,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
255.0,258.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.9806,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
255.0,258.0,Gallus sonneratii,Gray Junglefowl,0.8028,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
267.0,270.0,Gallus sonneratii,Gray Junglefowl,0.8467,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
273.0,276.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8962,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
276.0,279.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.7004,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
279.0,282.0,Gallus sonneratii,Gray Junglefowl,0.8194,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
285.0,288.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8442,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
291.0,294.0,Gallus sonneratii,Gray Junglefowl,0.8935,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
294.0,297.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8844,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260211_074500.wav
