Start (s),End (s),Scientific name,Common name,Confidence,File
33.0,36.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7176,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
45.0,48.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7403,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
51.0,54.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7741,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
60.0,63.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7003,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
66.0,69.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7337,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
75.0,78.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7133,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
78.0,81.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7124,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
87.0,90.0,Streptopelia chinensis,Spotted Dove,0.7845,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
93.0,96.0,Streptopelia chinensis,Spotted Dove,0.7831,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
96.0,99.0,Streptopelia chinensis,Spotted Dove,0.8653,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
117.0,120.0,Streptopelia chinensis,Spotted Dove,0.7504,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
138.0,141.0,Pycnonotus luteolus,White-browed Bulbul,0.9155,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
165.0,168.0,Pycnonotus luteolus,White-browed Bulbul,0.9597,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
255.0,258.0,Streptopelia chinensis,Spotted Dove,0.9096,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260216_174500.wav
