Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Gallus sonneratii,Gray Junglefowl,0.7327,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
21.0,24.0,Gallus sonneratii,Gray Junglefowl,0.7172,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
21.0,24.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.7075,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
27.0,30.0,Phylloscopus trochiloides,Greenish Warbler,0.8950,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
36.0,39.0,Phylloscopus trochiloides,Greenish Warbler,0.8826,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
45.0,48.0,Phylloscopus trochiloides,Greenish Warbler,0.8540,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
48.0,51.0,Phylloscopus trochiloides,Greenish Warbler,0.7745,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
57.0,60.0,Phylloscopus trochiloides,Greenish Warbler,0.7407,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
60.0,63.0,Phylloscopus trochiloides,Greenish Warbler,0.9260,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
63.0,66.0,Phylloscopus trochiloides,Greenish Warbler,0.8191,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
66.0,69.0,Phylloscopus trochiloides,Greenish Warbler,0.8710,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
69.0,72.0,Phylloscopus trochiloides,Greenish Warbler,0.9406,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
75.0,78.0,Phylloscopus trochiloides,Greenish Warbler,0.8766,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
78.0,81.0,Phylloscopus trochiloides,Greenish Warbler,0.7938,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
81.0,84.0,Phylloscopus trochiloides,Greenish Warbler,0.9199,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
90.0,93.0,Phylloscopus trochiloides,Greenish Warbler,0.8032,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
135.0,138.0,Gallus sonneratii,Gray Junglefowl,0.9986,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
141.0,144.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.9140,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
150.0,153.0,Gallus sonneratii,Gray Junglefowl,0.9971,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
162.0,165.0,Gallus sonneratii,Gray Junglefowl,0.9798,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
177.0,180.0,Gallus sonneratii,Gray Junglefowl,0.9911,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
189.0,192.0,Pycnonotus luteolus,White-browed Bulbul,0.9767,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_071500.wav
