Start (s),End (s),Scientific name,Common name,Confidence,File
24.0,27.0,Gallus sonneratii,Gray Junglefowl,0.7228,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260221_070000.wav
36.0,39.0,Gallus sonneratii,Gray Junglefowl,0.7250,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260221_070000.wav
54.0,57.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7582,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260221_070000.wav
60.0,63.0,Gallus sonneratii,Gray Junglefowl,0.9605,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260221_070000.wav
63.0,66.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.8438,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260221_070000.wav
72.0,75.0,Gallus sonneratii,Gray Junglefowl,0.8293,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260221_070000.wav
102.0,105.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7703,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260221_070000.wav
141.0,144.0,Gallus sonneratii,Gray Junglefowl,0.9478,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260221_070000.wav
177.0,180.0,Gallus sonneratii,Gray Junglefowl,0.9082,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260221_070000.wav
207.0,210.0,Gallus sonneratii,Gray Junglefowl,0.9738,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260221_070000.wav
219.0,222.0,Gallus sonneratii,Gray Junglefowl,0.8117,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260221_070000.wav
