Start (s),End (s),Scientific name,Common name,Confidence,File
18.0,21.0,Galloperdix spadicea,Red Spurfowl,0.9798,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
60.0,63.0,Iduna rama,Sykes's Warbler,0.7039,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
84.0,87.0,Iduna rama,Sykes's Warbler,0.7757,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
120.0,123.0,Gallus sonneratii,Gray Junglefowl,0.8069,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
132.0,135.0,Gallus sonneratii,Gray Junglefowl,0.8052,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
141.0,144.0,Pycnonotus luteolus,White-browed Bulbul,0.9992,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
159.0,162.0,Galloperdix spadicea,Red Spurfowl,0.9177,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
162.0,165.0,Galloperdix spadicea,Red Spurfowl,0.7185,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
177.0,180.0,Orthotomus sutorius,Common Tailorbird,0.7076,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
183.0,186.0,Orthotomus sutorius,Common Tailorbird,0.8433,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
237.0,240.0,Pycnonotus luteolus,White-browed Bulbul,0.8020,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
240.0,243.0,Pycnonotus luteolus,White-browed Bulbul,0.9990,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
249.0,252.0,Galloperdix spadicea,Red Spurfowl,0.9072,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
258.0,261.0,Centropus sinensis,Greater Coucal,0.9429,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
261.0,264.0,Centropus sinensis,Greater Coucal,0.7170,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
297.0,300.0,Galloperdix spadicea,Red Spurfowl,0.9288,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260219_063000.wav
