Start (s),End (s),Scientific name,Common name,Confidence,File
15.0,18.0,Pycnonotus luteolus,White-browed Bulbul,0.9990,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
18.0,21.0,Pycnonotus luteolus,White-browed Bulbul,0.9853,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
48.0,51.0,Gallus sonneratii,Gray Junglefowl,0.9777,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
84.0,87.0,Gallus sonneratii,Gray Junglefowl,0.9567,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
102.0,105.0,Pycnonotus luteolus,White-browed Bulbul,0.9632,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
108.0,111.0,Gallus sonneratii,Gray Junglefowl,0.9121,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
111.0,114.0,Gallus sonneratii,Gray Junglefowl,0.9043,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
117.0,120.0,Pycnonotus luteolus,White-browed Bulbul,0.9880,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
132.0,135.0,Gallus sonneratii,Gray Junglefowl,0.7834,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
135.0,138.0,Gallus sonneratii,Gray Junglefowl,0.8757,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
147.0,150.0,Gallus sonneratii,Gray Junglefowl,0.9293,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
150.0,153.0,Gallus sonneratii,Gray Junglefowl,0.9953,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
162.0,165.0,Gallus sonneratii,Gray Junglefowl,0.9083,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
168.0,171.0,Pycnonotus luteolus,White-browed Bulbul,0.7238,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
177.0,180.0,Gallus sonneratii,Gray Junglefowl,0.9872,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
189.0,192.0,Gallus sonneratii,Gray Junglefowl,0.9881,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
192.0,195.0,Pycnonotus luteolus,White-browed Bulbul,0.8068,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
195.0,198.0,Pycnonotus luteolus,White-browed Bulbul,0.9456,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
198.0,201.0,Pycnonotus luteolus,White-browed Bulbul,0.8425,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
201.0,204.0,Gallus sonneratii,Gray Junglefowl,0.9550,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
213.0,216.0,Pycnonotus luteolus,White-browed Bulbul,0.8453,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
225.0,228.0,Gallus sonneratii,Gray Junglefowl,0.7747,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
231.0,234.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7350,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
237.0,240.0,Gallus sonneratii,Gray Junglefowl,0.9021,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
252.0,255.0,Gallus sonneratii,Gray Junglefowl,0.9548,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
261.0,264.0,Pycnonotus luteolus,White-browed Bulbul,0.8095,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
264.0,267.0,Pycnonotus luteolus,White-browed Bulbul,0.9656,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
267.0,270.0,Gallus sonneratii,Gray Junglefowl,0.9887,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
276.0,279.0,Pycnonotus luteolus,White-browed Bulbul,0.9021,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
279.0,282.0,Pycnonotus luteolus,White-browed Bulbul,0.9500,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
282.0,285.0,Galloperdix spadicea,Red Spurfowl,0.8255,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
291.0,294.0,Gallus sonneratii,Gray Junglefowl,0.8261,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_063000.wav
