Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Pycnonotus luteolus,White-browed Bulbul,0.9856,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
6.0,9.0,Pycnonotus luteolus,White-browed Bulbul,0.7406,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
15.0,18.0,Pycnonotus luteolus,White-browed Bulbul,0.9845,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
36.0,39.0,Pycnonotus luteolus,White-browed Bulbul,0.7776,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
39.0,42.0,Pycnonotus luteolus,White-browed Bulbul,0.9987,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
45.0,48.0,Gallus sonneratii,Gray Junglefowl,0.8601,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
96.0,99.0,Gallus sonneratii,Gray Junglefowl,0.9168,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
114.0,117.0,Gallus sonneratii,Gray Junglefowl,0.9879,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
120.0,123.0,Gallus sonneratii,Gray Junglefowl,0.9341,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
129.0,132.0,Pycnonotus luteolus,White-browed Bulbul,0.9135,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
132.0,135.0,Pycnonotus luteolus,White-browed Bulbul,0.9974,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
138.0,141.0,Pycnonotus luteolus,White-browed Bulbul,0.8711,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
141.0,144.0,Pycnonotus luteolus,White-browed Bulbul,0.7638,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
165.0,168.0,Gallus sonneratii,Gray Junglefowl,0.8767,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
168.0,171.0,Gallus sonneratii,Gray Junglefowl,0.8104,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
174.0,177.0,Gallus sonneratii,Gray Junglefowl,0.7451,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
177.0,180.0,Gallus sonneratii,Gray Junglefowl,0.8020,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
204.0,207.0,Gallus sonneratii,Gray Junglefowl,0.9146,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
219.0,222.0,Gallus sonneratii,Gray Junglefowl,0.9850,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
222.0,225.0,Pycnonotus luteolus,White-browed Bulbul,0.9161,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
225.0,228.0,Pycnonotus luteolus,White-browed Bulbul,0.9772,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
228.0,231.0,Pycnonotus luteolus,White-browed Bulbul,0.9973,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
240.0,243.0,Gallus sonneratii,Gray Junglefowl,0.9371,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
240.0,243.0,Pellorneum ruficeps,Puff-throated Babbler,0.7737,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
243.0,246.0,Pellorneum ruficeps,Puff-throated Babbler,0.9907,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
246.0,249.0,Pellorneum ruficeps,Puff-throated Babbler,0.9204,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
255.0,258.0,Pycnonotus luteolus,White-browed Bulbul,0.9989,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
258.0,261.0,Gallus sonneratii,Gray Junglefowl,0.7622,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
264.0,267.0,Pycnonotus luteolus,White-browed Bulbul,0.8875,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
267.0,270.0,Pycnonotus luteolus,White-browed Bulbul,0.9950,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
273.0,276.0,Gallus sonneratii,Gray Junglefowl,0.9950,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
279.0,282.0,Pycnonotus luteolus,White-browed Bulbul,0.9623,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
291.0,294.0,Gallus sonneratii,Gray Junglefowl,0.9798,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
294.0,297.0,Gallus sonneratii,Gray Junglefowl,0.9400,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260213_063000.wav
