Start (s),End (s),Scientific name,Common name,Confidence,File
15.0,18.0,Pycnonotus luteolus,White-browed Bulbul,0.9914,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
18.0,21.0,Pycnonotus luteolus,White-browed Bulbul,0.9745,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
48.0,51.0,Pycnonotus luteolus,White-browed Bulbul,0.8983,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
51.0,54.0,Pycnonotus luteolus,White-browed Bulbul,0.7869,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
57.0,60.0,Pycnonotus luteolus,White-browed Bulbul,0.8140,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
63.0,66.0,Pycnonotus luteolus,White-browed Bulbul,0.9488,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
90.0,93.0,Pycnonotus luteolus,White-browed Bulbul,0.9423,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
99.0,102.0,Pycnonotus luteolus,White-browed Bulbul,0.7031,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
111.0,114.0,Pycnonotus luteolus,White-browed Bulbul,0.9154,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
120.0,123.0,Pycnonotus luteolus,White-browed Bulbul,0.7271,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
138.0,141.0,Pycnonotus luteolus,White-browed Bulbul,0.8161,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
141.0,144.0,Pycnonotus luteolus,White-browed Bulbul,0.7474,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
147.0,150.0,Pycnonotus luteolus,White-browed Bulbul,0.8071,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
150.0,153.0,Pycnonotus luteolus,White-browed Bulbul,0.7262,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
165.0,168.0,Pycnonotus luteolus,White-browed Bulbul,0.7613,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
258.0,261.0,Pycnonotus luteolus,White-browed Bulbul,0.7840,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260215_181500.wav
