Start (s),End (s),Scientific name,Common name,Confidence,File
12.0,15.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.8514,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_064500.wav
45.0,48.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7224,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_064500.wav
60.0,63.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7757,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_064500.wav
102.0,105.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7245,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_064500.wav
105.0,108.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7651,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_064500.wav
108.0,111.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7495,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_064500.wav
114.0,117.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7606,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_064500.wav
156.0,159.0,Tephrodornis pondicerianus,Common Woodshrike,0.7887,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_064500.wav
159.0,162.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8900,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_064500.wav
174.0,177.0,Pycnonotus luteolus,White-browed Bulbul,0.7291,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_064500.wav
246.0,249.0,Pycnonotus luteolus,White-browed Bulbul,0.8849,D:\TST_DATA\STR_01\CS\CS_01\rec_3\Data\TST-3_20260217_064500.wav
