Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Psilopogon viridis,White-cheeked Barbet,0.8120,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
3.0,6.0,Psilopogon viridis,White-cheeked Barbet,0.8713,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
6.0,9.0,Psilopogon viridis,White-cheeked Barbet,0.7749,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
9.0,12.0,Psilopogon viridis,White-cheeked Barbet,0.7773,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
12.0,15.0,Psilopogon viridis,White-cheeked Barbet,0.9090,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
21.0,24.0,Psilopogon viridis,White-cheeked Barbet,0.8388,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
30.0,33.0,Psilopogon viridis,White-cheeked Barbet,0.7333,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
48.0,51.0,Psilopogon viridis,White-cheeked Barbet,0.7709,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
51.0,54.0,Psilopogon viridis,White-cheeked Barbet,0.9497,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
54.0,57.0,Psilopogon viridis,White-cheeked Barbet,0.7923,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
57.0,60.0,Psilopogon viridis,White-cheeked Barbet,0.8396,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
81.0,84.0,Psilopogon viridis,White-cheeked Barbet,0.7682,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
96.0,99.0,Psilopogon viridis,White-cheeked Barbet,0.7934,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
213.0,216.0,Psilopogon viridis,White-cheeked Barbet,0.7092,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
216.0,219.0,Psilopogon viridis,White-cheeked Barbet,0.7299,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
219.0,222.0,Psilopogon viridis,White-cheeked Barbet,0.8912,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
222.0,225.0,Psilopogon viridis,White-cheeked Barbet,0.9148,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
228.0,231.0,Psilopogon viridis,White-cheeked Barbet,0.7884,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
231.0,234.0,Psilopogon viridis,White-cheeked Barbet,0.8102,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
237.0,240.0,Psilopogon viridis,White-cheeked Barbet,0.7162,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
240.0,243.0,Psilopogon viridis,White-cheeked Barbet,0.8153,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
246.0,249.0,Psilopogon viridis,White-cheeked Barbet,0.7577,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
249.0,252.0,Psilopogon viridis,White-cheeked Barbet,0.8341,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
255.0,258.0,Psilopogon viridis,White-cheeked Barbet,0.8514,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
258.0,261.0,Psilopogon viridis,White-cheeked Barbet,0.8341,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
261.0,264.0,Psilopogon viridis,White-cheeked Barbet,0.8437,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
273.0,276.0,Psilopogon viridis,White-cheeked Barbet,0.7269,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
285.0,288.0,Psilopogon viridis,White-cheeked Barbet,0.8776,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
291.0,294.0,Psilopogon viridis,White-cheeked Barbet,0.8170,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
294.0,297.0,Psilopogon viridis,White-cheeked Barbet,0.8246,D:\TST_DATA\ATR_01\LNC\LNC_01\Data\TST-9_20260223_161500.wav
