Start (s),End (s),Scientific name,Common name,Confidence,File
27.0,30.0,Psittacula columboides,Malabar Parakeet,0.9632,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_084500.wav
39.0,42.0,Zosterops palpebrosus,Indian White-eye,0.9544,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_084500.wav
78.0,81.0,Pycnonotus cafer,Red-vented Bulbul,0.7094,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_084500.wav
90.0,93.0,Psittacula columboides,Malabar Parakeet,0.7988,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_084500.wav
165.0,168.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.7839,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_084500.wav
234.0,237.0,Psilopogon haemacephalus,Coppersmith Barbet,0.8061,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_084500.wav
237.0,240.0,Psilopogon haemacephalus,Coppersmith Barbet,0.8899,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_084500.wav
240.0,243.0,Psilopogon haemacephalus,Coppersmith Barbet,0.8737,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_084500.wav
246.0,249.0,Psilopogon haemacephalus,Coppersmith Barbet,0.8489,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_084500.wav
258.0,261.0,Psilopogon viridis,White-cheeked Barbet,0.7617,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_084500.wav
