Start (s),End (s),Scientific name,Common name,Confidence,File
54.0,57.0,Psittacula cyanocephala,Plum-headed Parakeet,0.9645,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
66.0,69.0,Psilopogon viridis,White-cheeked Barbet,0.9801,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
69.0,72.0,Psilopogon viridis,White-cheeked Barbet,0.9963,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
72.0,75.0,Psilopogon viridis,White-cheeked Barbet,0.9932,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
75.0,78.0,Psilopogon viridis,White-cheeked Barbet,0.9653,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
81.0,84.0,Psilopogon viridis,White-cheeked Barbet,0.9404,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
84.0,87.0,Psilopogon viridis,White-cheeked Barbet,0.9830,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
87.0,90.0,Psilopogon viridis,White-cheeked Barbet,0.9165,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
90.0,93.0,Psilopogon viridis,White-cheeked Barbet,0.9690,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
96.0,99.0,Psilopogon viridis,White-cheeked Barbet,0.9065,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
99.0,102.0,Psilopogon viridis,White-cheeked Barbet,0.8874,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
102.0,105.0,Psilopogon viridis,White-cheeked Barbet,0.9895,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
108.0,111.0,Psilopogon viridis,White-cheeked Barbet,0.9257,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
114.0,117.0,Psilopogon viridis,White-cheeked Barbet,0.8546,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
123.0,126.0,Psilopogon viridis,White-cheeked Barbet,0.7506,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
126.0,129.0,Psilopogon viridis,White-cheeked Barbet,0.7146,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
138.0,141.0,Psilopogon viridis,White-cheeked Barbet,0.7390,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
141.0,144.0,Psittacula cyanocephala,Plum-headed Parakeet,0.7584,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
141.0,144.0,Psilopogon viridis,White-cheeked Barbet,0.7180,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
144.0,147.0,Psittacula cyanocephala,Plum-headed Parakeet,0.7116,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
150.0,153.0,Psilopogon viridis,White-cheeked Barbet,0.8721,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
156.0,159.0,Psilopogon viridis,White-cheeked Barbet,0.9413,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
174.0,177.0,Psilopogon viridis,White-cheeked Barbet,0.9876,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
186.0,189.0,Psilopogon viridis,White-cheeked Barbet,0.8225,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
195.0,198.0,Psilopogon viridis,White-cheeked Barbet,0.9308,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
198.0,201.0,Psilopogon viridis,White-cheeked Barbet,0.7914,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
219.0,222.0,Psilopogon viridis,White-cheeked Barbet,0.9254,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
237.0,240.0,Psilopogon viridis,White-cheeked Barbet,0.9169,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260329_060000.wav
