Start (s),End (s),Scientific name,Common name,Confidence,File
33.0,36.0,Psilopogon viridis,White-cheeked Barbet,0.7667,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
36.0,39.0,Psilopogon viridis,White-cheeked Barbet,0.9133,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
45.0,48.0,Psilopogon viridis,White-cheeked Barbet,0.8433,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
87.0,90.0,Psilopogon viridis,White-cheeked Barbet,0.7340,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
117.0,120.0,Zosterops palpebrosus,Indian White-eye,0.9590,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
150.0,153.0,Psilopogon viridis,White-cheeked Barbet,0.9730,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
156.0,159.0,Psilopogon viridis,White-cheeked Barbet,0.8705,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
159.0,162.0,Psilopogon viridis,White-cheeked Barbet,0.8867,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
204.0,207.0,Psittacula cyanocephala,Plum-headed Parakeet,0.7259,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
225.0,228.0,Psittacula cyanocephala,Plum-headed Parakeet,0.9639,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
237.0,240.0,Psilopogon viridis,White-cheeked Barbet,0.7394,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
246.0,249.0,Psilopogon viridis,White-cheeked Barbet,0.8222,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
258.0,261.0,Psittacula cyanocephala,Plum-headed Parakeet,0.9417,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
264.0,267.0,Psittacula cyanocephala,Plum-headed Parakeet,0.8841,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260326_063000.wav
