Start (s),End (s),Scientific name,Common name,Confidence,File
27.0,30.0,Parus cinereus,Cinereous Tit,0.8756,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
33.0,36.0,Parus cinereus,Cinereous Tit,0.7891,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
45.0,48.0,Tephrodornis pondicerianus,Common Woodshrike,0.9839,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
57.0,60.0,Parus cinereus,Cinereous Tit,0.7350,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
78.0,81.0,Parus cinereus,Cinereous Tit,0.8604,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
84.0,87.0,Parus cinereus,Cinereous Tit,0.8103,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
138.0,141.0,Psittacula columboides,Malabar Parakeet,0.9473,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
141.0,144.0,Psittacula columboides,Malabar Parakeet,0.9926,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
180.0,183.0,Psilopogon viridis,White-cheeked Barbet,0.7154,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
183.0,186.0,Psilopogon viridis,White-cheeked Barbet,0.7760,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
189.0,192.0,Psilopogon viridis,White-cheeked Barbet,0.8259,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
279.0,282.0,Zosterops palpebrosus,Indian White-eye,0.8611,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_02\TST-3_20260330_063000.wav
