Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Psilopogon viridis,White-cheeked Barbet,0.8395,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
3.0,6.0,Psilopogon viridis,White-cheeked Barbet,0.7940,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
6.0,9.0,Psilopogon viridis,White-cheeked Barbet,0.7083,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
9.0,12.0,Psilopogon viridis,White-cheeked Barbet,0.7205,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
15.0,18.0,Psilopogon viridis,White-cheeked Barbet,0.7239,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
18.0,21.0,Psilopogon viridis,White-cheeked Barbet,0.7978,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
21.0,24.0,Psilopogon viridis,White-cheeked Barbet,0.9201,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
24.0,27.0,Psilopogon viridis,White-cheeked Barbet,0.8181,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
30.0,33.0,Psilopogon viridis,White-cheeked Barbet,0.8116,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
33.0,36.0,Psilopogon viridis,White-cheeked Barbet,0.7831,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
39.0,42.0,Psilopogon viridis,White-cheeked Barbet,0.9421,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
42.0,45.0,Psilopogon viridis,White-cheeked Barbet,0.7645,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
45.0,48.0,Psilopogon viridis,White-cheeked Barbet,0.9130,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
48.0,51.0,Psilopogon viridis,White-cheeked Barbet,0.8971,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
51.0,54.0,Psilopogon viridis,White-cheeked Barbet,0.8874,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
57.0,60.0,Psilopogon viridis,White-cheeked Barbet,0.9213,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
60.0,63.0,Psilopogon viridis,White-cheeked Barbet,0.8198,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
63.0,66.0,Psilopogon viridis,White-cheeked Barbet,0.8851,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
66.0,69.0,Psilopogon viridis,White-cheeked Barbet,0.9308,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
72.0,75.0,Psilopogon viridis,White-cheeked Barbet,0.8201,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
75.0,78.0,Psilopogon viridis,White-cheeked Barbet,0.7098,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
78.0,81.0,Psilopogon viridis,White-cheeked Barbet,0.7995,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
81.0,84.0,Psilopogon viridis,White-cheeked Barbet,0.8530,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
87.0,90.0,Psilopogon viridis,White-cheeked Barbet,0.8355,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
90.0,93.0,Psilopogon viridis,White-cheeked Barbet,0.8425,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
93.0,96.0,Psilopogon viridis,White-cheeked Barbet,0.8078,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
96.0,99.0,Psilopogon viridis,White-cheeked Barbet,0.9329,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
105.0,108.0,Psilopogon viridis,White-cheeked Barbet,0.9302,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
111.0,114.0,Psilopogon viridis,White-cheeked Barbet,0.7857,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
117.0,120.0,Psilopogon viridis,White-cheeked Barbet,0.9402,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260403_071500.wav
