Start (s),End (s),Scientific name,Common name,Confidence,File
27.0,30.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.7317,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_083000.wav
33.0,36.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8120,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_083000.wav
57.0,60.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8343,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_083000.wav
72.0,75.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8827,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_083000.wav
90.0,93.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8147,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_083000.wav
99.0,102.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8218,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_083000.wav
123.0,126.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.9884,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_083000.wav
129.0,132.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.9715,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_083000.wav
141.0,144.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8045,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_083000.wav
147.0,150.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.9219,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_083000.wav
