Start (s),End (s),Scientific name,Common name,Confidence,File
81.0,84.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.7244,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
117.0,120.0,Pycnonotus jocosus,Red-whiskered Bulbul,0.8265,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
219.0,222.0,Psilopogon viridis,White-cheeked Barbet,0.8654,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
222.0,225.0,Psilopogon viridis,White-cheeked Barbet,0.9826,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
225.0,228.0,Psilopogon viridis,White-cheeked Barbet,0.9742,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
228.0,231.0,Psilopogon viridis,White-cheeked Barbet,0.9746,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
231.0,234.0,Psilopogon viridis,White-cheeked Barbet,0.9450,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
234.0,237.0,Psilopogon viridis,White-cheeked Barbet,0.9055,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
237.0,240.0,Psilopogon viridis,White-cheeked Barbet,0.9892,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
243.0,246.0,Psilopogon viridis,White-cheeked Barbet,0.9684,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
246.0,249.0,Psilopogon viridis,White-cheeked Barbet,0.8944,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
249.0,252.0,Psilopogon viridis,White-cheeked Barbet,0.8823,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
252.0,255.0,Psilopogon viridis,White-cheeked Barbet,0.9466,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
255.0,258.0,Psilopogon viridis,White-cheeked Barbet,0.9725,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
258.0,261.0,Psilopogon viridis,White-cheeked Barbet,0.8280,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
261.0,264.0,Psilopogon viridis,White-cheeked Barbet,0.7472,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_070000.wav
