Start (s),End (s),Scientific name,Common name,Confidence,File
93.0,96.0,Zosterops palpebrosus,Indian White-eye,0.8224,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
102.0,105.0,Gallus sonneratii,Gray Junglefowl,0.8259,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
102.0,105.0,Zosterops palpebrosus,Indian White-eye,0.7567,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
105.0,108.0,Zosterops palpebrosus,Indian White-eye,0.7859,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
108.0,111.0,Zosterops palpebrosus,Indian White-eye,0.8110,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
111.0,114.0,Gallus sonneratii,Gray Junglefowl,0.7635,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
123.0,126.0,Gallus sonneratii,Gray Junglefowl,0.8046,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
126.0,129.0,Gallus sonneratii,Gray Junglefowl,0.9557,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
153.0,156.0,Gallus sonneratii,Gray Junglefowl,0.9093,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
156.0,159.0,Gallus sonneratii,Gray Junglefowl,0.8630,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
180.0,183.0,Gallus sonneratii,Gray Junglefowl,0.8742,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
216.0,219.0,Gallus sonneratii,Gray Junglefowl,0.7415,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
225.0,228.0,Gallus sonneratii,Gray Junglefowl,0.8799,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
246.0,249.0,Gallus sonneratii,Gray Junglefowl,0.7233,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
252.0,255.0,Gallus sonneratii,Gray Junglefowl,0.9087,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
258.0,261.0,Gallus sonneratii,Gray Junglefowl,0.7846,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
261.0,264.0,Gallus sonneratii,Gray Junglefowl,0.9861,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
270.0,273.0,Gallus sonneratii,Gray Junglefowl,0.9293,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
291.0,294.0,Gallus sonneratii,Gray Junglefowl,0.8241,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_05\TST-6_20260331_084500.wav
