Start (s),End (s),Scientific name,Common name,Confidence,File
72.0,75.0,Psittacula columboides,Malabar Parakeet,0.9938,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
75.0,78.0,Psittacula columboides,Malabar Parakeet,0.9270,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
78.0,81.0,Psittacula columboides,Malabar Parakeet,0.9869,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
81.0,84.0,Psittacula columboides,Malabar Parakeet,0.9708,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
84.0,87.0,Psittacula columboides,Malabar Parakeet,0.9929,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
102.0,105.0,Psittacula columboides,Malabar Parakeet,0.9877,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
108.0,111.0,Psittacula columboides,Malabar Parakeet,0.8307,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
135.0,138.0,Phylloscopus trochiloides,Greenish Warbler,0.7669,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
168.0,171.0,Psilopogon viridis,White-cheeked Barbet,0.8668,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
171.0,174.0,Psilopogon viridis,White-cheeked Barbet,0.9285,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
237.0,240.0,Psittacula columboides,Malabar Parakeet,0.7626,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
243.0,246.0,Psittacula columboides,Malabar Parakeet,0.7581,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
249.0,252.0,Dendrocitta vagabunda,Rufous Treepie,0.8586,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
255.0,258.0,Psittacula columboides,Malabar Parakeet,0.9084,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
258.0,261.0,Dendrocitta vagabunda,Rufous Treepie,0.7124,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
261.0,264.0,Psittacula columboides,Malabar Parakeet,0.7686,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_03\TST-1_20260401_074500.wav
