Start (s),End (s),Scientific name,Common name,Confidence,File
45.0,48.0,Chrysocolaptes guttacristatus,Greater Flameback,0.9088,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
57.0,60.0,Streptopelia chinensis,Spotted Dove,0.7185,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
66.0,69.0,Streptopelia chinensis,Spotted Dove,0.8170,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
72.0,75.0,Streptopelia chinensis,Spotted Dove,0.8147,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
84.0,87.0,Streptopelia chinensis,Spotted Dove,0.9832,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
93.0,96.0,Streptopelia chinensis,Spotted Dove,0.9238,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
96.0,99.0,Streptopelia chinensis,Spotted Dove,0.9723,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
102.0,105.0,Streptopelia chinensis,Spotted Dove,0.8526,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
108.0,111.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.7739,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
114.0,117.0,Streptopelia chinensis,Spotted Dove,0.7270,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
123.0,126.0,Streptopelia chinensis,Spotted Dove,0.9105,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
132.0,135.0,Streptopelia chinensis,Spotted Dove,0.8565,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
135.0,138.0,Streptopelia chinensis,Spotted Dove,0.7689,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
141.0,144.0,Streptopelia chinensis,Spotted Dove,0.9473,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
144.0,147.0,Streptopelia chinensis,Spotted Dove,0.9327,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
156.0,159.0,Streptopelia chinensis,Spotted Dove,0.8684,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
159.0,162.0,Streptopelia chinensis,Spotted Dove,0.8700,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
216.0,219.0,Pycnonotus luteolus,White-browed Bulbul,0.8394,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
249.0,252.0,Terpsiphone paradisi,Indian Paradise-Flycatcher,0.7920,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
267.0,270.0,Chrysocolaptes guttacristatus,Greater Flameback,0.7666,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
282.0,285.0,Terpsiphone paradisi,Indian Paradise-Flycatcher,0.9088,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
291.0,294.0,Terpsiphone paradisi,Indian Paradise-Flycatcher,0.9960,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
294.0,297.0,Terpsiphone paradisi,Indian Paradise-Flycatcher,0.9776,D:\TST_DATA\ATR_01\LNC\LNC_03\Data\TST-13_20260217_181500.wav
