Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Halcyon smyrnensis,White-throated Kingfisher,0.9920,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
6.0,9.0,Halcyon smyrnensis,White-throated Kingfisher,0.9712,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
9.0,12.0,Halcyon smyrnensis,White-throated Kingfisher,0.9662,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
12.0,15.0,Halcyon smyrnensis,White-throated Kingfisher,0.9986,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
15.0,18.0,Halcyon smyrnensis,White-throated Kingfisher,0.9920,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
18.0,21.0,Halcyon smyrnensis,White-throated Kingfisher,0.9667,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
21.0,24.0,Halcyon smyrnensis,White-throated Kingfisher,0.9969,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
27.0,30.0,Halcyon smyrnensis,White-throated Kingfisher,0.9980,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
30.0,33.0,Halcyon smyrnensis,White-throated Kingfisher,0.9287,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
33.0,36.0,Halcyon smyrnensis,White-throated Kingfisher,0.9745,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
36.0,39.0,Halcyon smyrnensis,White-throated Kingfisher,0.9950,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
39.0,42.0,Halcyon smyrnensis,White-throated Kingfisher,0.9568,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
45.0,48.0,Halcyon smyrnensis,White-throated Kingfisher,0.9215,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
48.0,51.0,Halcyon smyrnensis,White-throated Kingfisher,0.8079,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
51.0,54.0,Halcyon smyrnensis,White-throated Kingfisher,0.9488,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
57.0,60.0,Halcyon smyrnensis,White-throated Kingfisher,0.9835,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260215_080000.wav
