Start (s),End (s),Scientific name,Common name,Confidence,File
69.0,72.0,Psilopogon viridis,White-cheeked Barbet,0.7602,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
135.0,138.0,Psilopogon viridis,White-cheeked Barbet,0.7953,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
144.0,147.0,Psilopogon viridis,White-cheeked Barbet,0.9119,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
147.0,150.0,Psilopogon viridis,White-cheeked Barbet,0.8825,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
153.0,156.0,Psilopogon viridis,White-cheeked Barbet,0.8204,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
162.0,165.0,Psilopogon viridis,White-cheeked Barbet,0.7763,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
165.0,168.0,Psilopogon viridis,White-cheeked Barbet,0.8063,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
171.0,174.0,Psilopogon viridis,White-cheeked Barbet,0.7490,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
174.0,177.0,Psilopogon viridis,White-cheeked Barbet,0.8911,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
192.0,195.0,Psilopogon viridis,White-cheeked Barbet,0.8299,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
207.0,210.0,Psilopogon viridis,White-cheeked Barbet,0.8172,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
210.0,213.0,Psilopogon viridis,White-cheeked Barbet,0.8294,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
213.0,216.0,Psilopogon viridis,White-cheeked Barbet,0.8166,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
222.0,225.0,Psilopogon viridis,White-cheeked Barbet,0.9343,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
225.0,228.0,Psilopogon viridis,White-cheeked Barbet,0.7260,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
234.0,237.0,Psilopogon viridis,White-cheeked Barbet,0.7457,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
237.0,240.0,Psilopogon viridis,White-cheeked Barbet,0.7753,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
240.0,243.0,Psilopogon viridis,White-cheeked Barbet,0.9298,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
246.0,249.0,Psilopogon viridis,White-cheeked Barbet,0.7926,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
255.0,258.0,Psilopogon viridis,White-cheeked Barbet,0.7762,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
258.0,261.0,Psilopogon viridis,White-cheeked Barbet,0.7184,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
273.0,276.0,Psilopogon viridis,White-cheeked Barbet,0.7990,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
276.0,279.0,Psilopogon viridis,White-cheeked Barbet,0.7627,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
291.0,294.0,Psilopogon viridis,White-cheeked Barbet,0.7837,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260214_180000.wav
