Start (s),End (s),Scientific name,Common name,Confidence,File
6.0,9.0,Halcyon smyrnensis,White-throated Kingfisher,0.8186,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
12.0,15.0,Gallus sonneratii,Gray Junglefowl,0.9857,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
27.0,30.0,Gallus sonneratii,Gray Junglefowl,0.9776,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
42.0,45.0,Gallus sonneratii,Gray Junglefowl,0.9984,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
60.0,63.0,Gallus sonneratii,Gray Junglefowl,0.9722,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
81.0,84.0,Gallus sonneratii,Gray Junglefowl,0.9932,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
96.0,99.0,Gallus sonneratii,Gray Junglefowl,0.9809,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
114.0,117.0,Gallus sonneratii,Gray Junglefowl,0.9548,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
138.0,141.0,Gallus sonneratii,Gray Junglefowl,0.7554,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
153.0,156.0,Gallus sonneratii,Gray Junglefowl,0.9921,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
186.0,189.0,Gallus sonneratii,Gray Junglefowl,0.8879,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
207.0,210.0,Gallus sonneratii,Gray Junglefowl,0.9939,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260220_070000.wav
