Start (s),End (s),Scientific name,Common name,Confidence,File
27.0,30.0,Psilopogon viridis,White-cheeked Barbet,0.7921,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
30.0,33.0,Psilopogon viridis,White-cheeked Barbet,0.9362,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
33.0,36.0,Psilopogon viridis,White-cheeked Barbet,0.9358,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
36.0,39.0,Psilopogon viridis,White-cheeked Barbet,0.8007,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
39.0,42.0,Psilopogon viridis,White-cheeked Barbet,0.7061,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
45.0,48.0,Psilopogon viridis,White-cheeked Barbet,0.7126,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
102.0,105.0,Leptocoma zeylonica,Purple-rumped Sunbird,0.7885,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
108.0,111.0,Dendrocitta vagabunda,Rufous Treepie,0.9553,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
117.0,120.0,Dendrocitta vagabunda,Rufous Treepie,0.8376,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
123.0,126.0,Dendrocitta vagabunda,Rufous Treepie,0.9404,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
132.0,135.0,Dendrocitta vagabunda,Rufous Treepie,0.9793,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
165.0,168.0,Dendrocitta vagabunda,Rufous Treepie,0.9311,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
180.0,183.0,Dendrocitta vagabunda,Rufous Treepie,0.7932,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
186.0,189.0,Dendrocitta vagabunda,Rufous Treepie,0.9505,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
192.0,195.0,Dendrocitta vagabunda,Rufous Treepie,0.9944,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
198.0,201.0,Dendrocitta vagabunda,Rufous Treepie,0.9947,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
204.0,207.0,Dendrocitta vagabunda,Rufous Treepie,0.9894,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
210.0,213.0,Dendrocitta vagabunda,Rufous Treepie,0.9841,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
219.0,222.0,Dendrocitta vagabunda,Rufous Treepie,0.7841,D:\TST_DATA\ATR_01\LNC\LNC_04\Data\TST-14_20260218_160000.wav
