Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Psilopogon viridis,White-cheeked Barbet,0.8448,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
15.0,18.0,Psilopogon viridis,White-cheeked Barbet,0.9187,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
21.0,24.0,Psilopogon viridis,White-cheeked Barbet,0.9568,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
24.0,27.0,Psilopogon viridis,White-cheeked Barbet,0.8018,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
33.0,36.0,Psilopogon viridis,White-cheeked Barbet,0.7485,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
39.0,42.0,Psilopogon viridis,White-cheeked Barbet,0.8713,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
42.0,45.0,Psilopogon viridis,White-cheeked Barbet,0.9330,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
48.0,51.0,Psilopogon viridis,White-cheeked Barbet,0.8669,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
51.0,54.0,Psilopogon viridis,White-cheeked Barbet,0.9183,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
57.0,60.0,Psilopogon viridis,White-cheeked Barbet,0.9687,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
60.0,63.0,Psilopogon viridis,White-cheeked Barbet,0.9380,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
69.0,72.0,Psilopogon viridis,White-cheeked Barbet,0.8199,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
72.0,75.0,Psilopogon viridis,White-cheeked Barbet,0.7822,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
75.0,78.0,Psilopogon viridis,White-cheeked Barbet,0.8372,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
78.0,81.0,Psilopogon viridis,White-cheeked Barbet,0.9780,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
81.0,84.0,Psilopogon viridis,White-cheeked Barbet,0.9240,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
84.0,87.0,Psilopogon viridis,White-cheeked Barbet,0.9734,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
87.0,90.0,Psilopogon viridis,White-cheeked Barbet,0.8523,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
90.0,93.0,Psilopogon viridis,White-cheeked Barbet,0.9271,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
93.0,96.0,Psilopogon viridis,White-cheeked Barbet,0.9597,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
99.0,102.0,Psilopogon viridis,White-cheeked Barbet,0.7329,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
102.0,105.0,Psilopogon viridis,White-cheeked Barbet,0.8075,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
105.0,108.0,Psilopogon viridis,White-cheeked Barbet,0.7375,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
114.0,117.0,Psilopogon viridis,White-cheeked Barbet,0.7101,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
117.0,120.0,Psilopogon viridis,White-cheeked Barbet,0.7578,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
126.0,129.0,Psilopogon viridis,White-cheeked Barbet,0.9561,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
129.0,132.0,Psilopogon viridis,White-cheeked Barbet,0.7663,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
138.0,141.0,Psilopogon viridis,White-cheeked Barbet,0.8891,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
141.0,144.0,Psilopogon viridis,White-cheeked Barbet,0.7301,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
150.0,153.0,Halcyon smyrnensis,White-throated Kingfisher,0.7533,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
156.0,159.0,Halcyon smyrnensis,White-throated Kingfisher,0.7140,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
168.0,171.0,Parus cinereus,Cinereous Tit,0.7224,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
171.0,174.0,Parus cinereus,Cinereous Tit,0.8770,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
174.0,177.0,Parus cinereus,Cinereous Tit,0.7492,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
189.0,192.0,Psilopogon viridis,White-cheeked Barbet,0.7871,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
195.0,198.0,Psilopogon viridis,White-cheeked Barbet,0.7943,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
201.0,204.0,Psilopogon viridis,White-cheeked Barbet,0.7645,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
204.0,207.0,Psilopogon viridis,White-cheeked Barbet,0.7746,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
213.0,216.0,Psilopogon viridis,White-cheeked Barbet,0.7599,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
255.0,258.0,Psilopogon viridis,White-cheeked Barbet,0.8719,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
276.0,279.0,Psilopogon viridis,White-cheeked Barbet,0.8753,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
288.0,291.0,Psilopogon viridis,White-cheeked Barbet,0.7474,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
294.0,297.0,Psilopogon viridis,White-cheeked Barbet,0.8747,E:\TST_2_STR\Acoustic_Data_Raw\NLC\NLC_01\TST-4_20260328_060000.wav
