Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Cinnyris lotenius,Loten's Sunbird,0.8738,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
15.0,18.0,Cinnyris lotenius,Loten's Sunbird,0.8277,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
21.0,24.0,Pericrocotus flammeus,Orange Minivet,0.7507,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
63.0,66.0,Dicrurus aeneus,Bronzed Drongo,0.8921,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
81.0,84.0,Dicrurus aeneus,Bronzed Drongo,0.7398,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
84.0,87.0,Dicrurus aeneus,Bronzed Drongo,0.9028,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
150.0,153.0,Psilopogon viridis,White-cheeked Barbet,0.7420,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
162.0,165.0,Dicrurus aeneus,Bronzed Drongo,0.9733,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
180.0,183.0,Oriolus xanthornus,Black-hooded Oriole,0.7297,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
189.0,192.0,Dicrurus aeneus,Bronzed Drongo,0.8103,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
198.0,201.0,Dicrurus aeneus,Bronzed Drongo,0.9829,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
219.0,222.0,Cyornis tickelliae,Tickell's Blue Flycatcher,0.8377,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
237.0,240.0,Cyornis tickelliae,Tickell's Blue Flycatcher,0.7679,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
243.0,246.0,Cyornis tickelliae,Tickell's Blue Flycatcher,0.9570,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
255.0,258.0,Cyornis tickelliae,Tickell's Blue Flycatcher,0.7956,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
267.0,270.0,Cyornis tickelliae,Tickell's Blue Flycatcher,0.8167,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
270.0,273.0,Psilopogon viridis,White-cheeked Barbet,0.8123,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
273.0,276.0,Psilopogon viridis,White-cheeked Barbet,0.7151,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
276.0,279.0,Cyornis tickelliae,Tickell's Blue Flycatcher,0.8364,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
282.0,285.0,Psilopogon viridis,White-cheeked Barbet,0.9140,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
285.0,288.0,Psilopogon viridis,White-cheeked Barbet,0.7840,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260221_081500.wav
