Start (s),End (s),Scientific name,Common name,Confidence,File
54.0,57.0,Psilopogon viridis,White-cheeked Barbet,0.9047,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
57.0,60.0,Psilopogon viridis,White-cheeked Barbet,0.9394,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
60.0,63.0,Psilopogon viridis,White-cheeked Barbet,0.7595,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
66.0,69.0,Psilopogon viridis,White-cheeked Barbet,0.7633,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
78.0,81.0,Psilopogon viridis,White-cheeked Barbet,0.9856,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
81.0,84.0,Psilopogon viridis,White-cheeked Barbet,0.8122,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
96.0,99.0,Psilopogon viridis,White-cheeked Barbet,0.7976,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
99.0,102.0,Psilopogon viridis,White-cheeked Barbet,0.8661,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
114.0,117.0,Psilopogon viridis,White-cheeked Barbet,0.7535,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
141.0,144.0,Pycnonotus luteolus,White-browed Bulbul,0.9639,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
147.0,150.0,Psilopogon viridis,White-cheeked Barbet,0.8406,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
150.0,153.0,Psilopogon viridis,White-cheeked Barbet,0.7872,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
171.0,174.0,Psilopogon viridis,White-cheeked Barbet,0.8729,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
174.0,177.0,Psilopogon viridis,White-cheeked Barbet,0.7768,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
183.0,186.0,Psilopogon viridis,White-cheeked Barbet,0.7910,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
198.0,201.0,Psilopogon viridis,White-cheeked Barbet,0.7488,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
201.0,204.0,Psilopogon viridis,White-cheeked Barbet,0.7603,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
207.0,210.0,Psilopogon viridis,White-cheeked Barbet,0.7076,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
222.0,225.0,Psilopogon viridis,White-cheeked Barbet,0.7307,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
252.0,255.0,Psilopogon viridis,White-cheeked Barbet,0.7528,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260214_174500.wav
