Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Pycnonotus luteolus,White-browed Bulbul,0.9901,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
6.0,9.0,Pycnonotus luteolus,White-browed Bulbul,0.8039,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
12.0,15.0,Pycnonotus luteolus,White-browed Bulbul,0.9413,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
15.0,18.0,Pycnonotus luteolus,White-browed Bulbul,0.7738,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
24.0,27.0,Pycnonotus luteolus,White-browed Bulbul,0.9786,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
39.0,42.0,Pycnonotus luteolus,White-browed Bulbul,0.9636,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
84.0,87.0,Pycnonotus luteolus,White-browed Bulbul,0.8899,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
228.0,231.0,Pycnonotus luteolus,White-browed Bulbul,0.7661,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
231.0,234.0,Pericrocotus cinnamomeus,Small Minivet,0.7067,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
243.0,246.0,Pycnonotus luteolus,White-browed Bulbul,0.7868,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
270.0,273.0,Pycnonotus luteolus,White-browed Bulbul,0.7416,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
276.0,279.0,Pycnonotus luteolus,White-browed Bulbul,0.8827,D:\TST_DATA\ATR_01\LC\LC_01\Data\TST-10_20260223_080000.wav
