Start (s),End (s),Scientific name,Common name,Confidence,File
6.0,9.0,Iduna rama,Sykes's Warbler,0.8882,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
33.0,36.0,Streptopelia chinensis,Spotted Dove,0.8841,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
39.0,42.0,Acrocephalus dumetorum,Blyth's Reed Warbler,0.7445,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
87.0,90.0,Iduna rama,Sykes's Warbler,0.7245,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
102.0,105.0,Pycnonotus luteolus,White-browed Bulbul,0.8333,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
126.0,129.0,Pycnonotus luteolus,White-browed Bulbul,0.9508,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
129.0,132.0,Pycnonotus luteolus,White-browed Bulbul,0.9736,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
171.0,174.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.7278,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
195.0,198.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8233,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
213.0,216.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8244,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
234.0,237.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.9381,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
240.0,243.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8285,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
249.0,252.0,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,0.8981,D:\TST_DATA\STR_01\STR\NLC_02\rec_4\Data\TST-4_20260211_074500.wav
