Start (s),End (s),Scientific name,Common name,Confidence,File
72.0,75.0,Halcyon smyrnensis,White-throated Kingfisher,0.7150,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
126.0,129.0,Iole indica,Yellow-browed Bulbul,0.8320,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
129.0,132.0,Psilopogon haemacephalus,Coppersmith Barbet,0.7608,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
147.0,150.0,Iole indica,Yellow-browed Bulbul,0.8007,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
195.0,198.0,Psilopogon haemacephalus,Coppersmith Barbet,0.8409,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
198.0,201.0,Psilopogon haemacephalus,Coppersmith Barbet,0.7375,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
201.0,204.0,Psilopogon haemacephalus,Coppersmith Barbet,0.7914,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
210.0,213.0,Psilopogon haemacephalus,Coppersmith Barbet,0.7167,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
240.0,243.0,Dicrurus aeneus,Bronzed Drongo,0.8823,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
258.0,261.0,Psilopogon haemacephalus,Coppersmith Barbet,0.7540,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
261.0,264.0,Psilopogon haemacephalus,Coppersmith Barbet,0.7966,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
273.0,276.0,Psilopogon haemacephalus,Coppersmith Barbet,0.7201,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
276.0,279.0,Psilopogon haemacephalus,Coppersmith Barbet,0.7089,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
285.0,288.0,Halcyon smyrnensis,White-throated Kingfisher,0.9772,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260218_084500.wav
