Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Dendrocitta vagabunda,Rufous Treepie,0.8751,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
12.0,15.0,Dendrocitta vagabunda,Rufous Treepie,0.9866,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
141.0,144.0,Tephrodornis sylvicola,Malabar Woodshrike,0.8386,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
156.0,159.0,Psilopogon viridis,White-cheeked Barbet,0.8800,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
159.0,162.0,Psilopogon viridis,White-cheeked Barbet,0.9652,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
177.0,180.0,Psilopogon viridis,White-cheeked Barbet,0.7133,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
180.0,183.0,Psilopogon viridis,White-cheeked Barbet,0.8539,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
183.0,186.0,Psilopogon viridis,White-cheeked Barbet,0.8832,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
189.0,192.0,Psilopogon viridis,White-cheeked Barbet,0.9081,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
192.0,195.0,Psilopogon viridis,White-cheeked Barbet,0.7857,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
207.0,210.0,Dendrocitta vagabunda,Rufous Treepie,0.9047,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
210.0,213.0,Dendrocitta vagabunda,Rufous Treepie,0.9823,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
222.0,225.0,Dendrocitta vagabunda,Rufous Treepie,0.7640,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
228.0,231.0,Dendrocitta vagabunda,Rufous Treepie,0.8999,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
234.0,237.0,Dendrocitta vagabunda,Rufous Treepie,0.7895,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
240.0,243.0,Dendrocitta vagabunda,Rufous Treepie,0.7976,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
243.0,246.0,Dendrocitta vagabunda,Rufous Treepie,0.9874,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
246.0,249.0,Dendrocitta vagabunda,Rufous Treepie,0.9508,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
255.0,258.0,Dendrocitta vagabunda,Rufous Treepie,0.8529,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
258.0,261.0,Dendrocitta vagabunda,Rufous Treepie,0.8194,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
261.0,264.0,Dendrocitta vagabunda,Rufous Treepie,0.9953,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
264.0,267.0,Dendrocitta vagabunda,Rufous Treepie,0.7554,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
267.0,270.0,Dendrocitta vagabunda,Rufous Treepie,0.9909,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
273.0,276.0,Dendrocitta vagabunda,Rufous Treepie,0.9399,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_071500.wav
