Start (s),End (s),Scientific name,Common name,Confidence,File
21.0,24.0,Halcyon smyrnensis,White-throated Kingfisher,0.9082,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
45.0,48.0,Merops leschenaulti,Chestnut-headed Bee-eater,0.9471,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
66.0,69.0,Halcyon smyrnensis,White-throated Kingfisher,0.9309,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
69.0,72.0,Halcyon smyrnensis,White-throated Kingfisher,0.9192,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
72.0,75.0,Halcyon smyrnensis,White-throated Kingfisher,0.9816,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
81.0,84.0,Halcyon smyrnensis,White-throated Kingfisher,0.9221,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
84.0,87.0,Psilopogon viridis,White-cheeked Barbet,0.8565,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
87.0,90.0,Psilopogon viridis,White-cheeked Barbet,0.8252,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
90.0,93.0,Psilopogon viridis,White-cheeked Barbet,0.8444,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
93.0,96.0,Psilopogon viridis,White-cheeked Barbet,0.9411,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
96.0,99.0,Psilopogon viridis,White-cheeked Barbet,0.9296,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
99.0,102.0,Psilopogon viridis,White-cheeked Barbet,0.8274,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
102.0,105.0,Psilopogon viridis,White-cheeked Barbet,0.9073,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
105.0,108.0,Psilopogon viridis,White-cheeked Barbet,0.7653,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
144.0,147.0,Halcyon smyrnensis,White-throated Kingfisher,0.9645,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
147.0,150.0,Halcyon smyrnensis,White-throated Kingfisher,0.9773,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
285.0,288.0,Psilopogon viridis,White-cheeked Barbet,0.9515,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
288.0,291.0,Psilopogon viridis,White-cheeked Barbet,0.9414,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
291.0,294.0,Psilopogon viridis,White-cheeked Barbet,0.9376,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
294.0,297.0,Psilopogon viridis,White-cheeked Barbet,0.9219,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
297.0,300.0,Halcyon smyrnensis,White-throated Kingfisher,0.7247,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_084500.wav
