Start (s),End (s),Scientific name,Common name,Confidence,File
72.0,75.0,Gracula indica,Southern Hill Myna,0.7676,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
114.0,117.0,Gracula indica,Southern Hill Myna,0.9750,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
132.0,135.0,Gracula indica,Southern Hill Myna,0.8841,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
141.0,144.0,Gracula indica,Southern Hill Myna,0.7111,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
144.0,147.0,Gracula indica,Southern Hill Myna,0.8887,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
174.0,177.0,Psilopogon viridis,White-cheeked Barbet,0.7438,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
177.0,180.0,Psilopogon viridis,White-cheeked Barbet,0.9632,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
180.0,183.0,Psilopogon viridis,White-cheeked Barbet,0.9455,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
183.0,186.0,Psilopogon viridis,White-cheeked Barbet,0.8732,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
186.0,189.0,Psilopogon viridis,White-cheeked Barbet,0.7991,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
189.0,192.0,Psilopogon viridis,White-cheeked Barbet,0.8756,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
192.0,195.0,Psilopogon viridis,White-cheeked Barbet,0.9594,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
195.0,198.0,Psilopogon viridis,White-cheeked Barbet,0.9544,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260216_161500.wav
