Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Psilopogon viridis,White-cheeked Barbet,0.7714,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
3.0,6.0,Psilopogon viridis,White-cheeked Barbet,0.9672,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
6.0,9.0,Psilopogon viridis,White-cheeked Barbet,0.8286,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
12.0,15.0,Psilopogon viridis,White-cheeked Barbet,0.8883,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
15.0,18.0,Psilopogon viridis,White-cheeked Barbet,0.8245,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
21.0,24.0,Psilopogon viridis,White-cheeked Barbet,0.9166,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
30.0,33.0,Psilopogon viridis,White-cheeked Barbet,0.8651,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
36.0,39.0,Psilopogon viridis,White-cheeked Barbet,0.9177,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
42.0,45.0,Psilopogon viridis,White-cheeked Barbet,0.7051,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
51.0,54.0,Psilopogon viridis,White-cheeked Barbet,0.9300,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
54.0,57.0,Psilopogon viridis,White-cheeked Barbet,0.9746,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
57.0,60.0,Psilopogon viridis,White-cheeked Barbet,0.9492,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
63.0,66.0,Psilopogon viridis,White-cheeked Barbet,0.7996,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
66.0,69.0,Psilopogon viridis,White-cheeked Barbet,0.8712,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
75.0,78.0,Psilopogon viridis,White-cheeked Barbet,0.7038,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
81.0,84.0,Psilopogon viridis,White-cheeked Barbet,0.8911,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
84.0,87.0,Psilopogon viridis,White-cheeked Barbet,0.9298,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
87.0,90.0,Psilopogon viridis,White-cheeked Barbet,0.9575,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
90.0,93.0,Psilopogon viridis,White-cheeked Barbet,0.8752,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
102.0,105.0,Psilopogon viridis,White-cheeked Barbet,0.8782,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
105.0,108.0,Psilopogon viridis,White-cheeked Barbet,0.9703,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
108.0,111.0,Psilopogon viridis,White-cheeked Barbet,0.9701,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
111.0,114.0,Psilopogon viridis,White-cheeked Barbet,0.7715,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
117.0,120.0,Psilopogon viridis,White-cheeked Barbet,0.9001,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
126.0,129.0,Psilopogon viridis,White-cheeked Barbet,0.9498,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
132.0,135.0,Psilopogon viridis,White-cheeked Barbet,0.8734,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
135.0,138.0,Psilopogon viridis,White-cheeked Barbet,0.8885,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
141.0,144.0,Psilopogon viridis,White-cheeked Barbet,0.7142,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
144.0,147.0,Psilopogon viridis,White-cheeked Barbet,0.7898,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
147.0,150.0,Psilopogon viridis,White-cheeked Barbet,0.8657,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
153.0,156.0,Psilopogon viridis,White-cheeked Barbet,0.9107,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
159.0,162.0,Psilopogon viridis,White-cheeked Barbet,0.8871,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
162.0,165.0,Dendrocitta vagabunda,Rufous Treepie,0.7327,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
165.0,168.0,Dendrocitta vagabunda,Rufous Treepie,0.9579,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
168.0,171.0,Dendrocitta vagabunda,Rufous Treepie,0.9280,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
171.0,174.0,Dendrocitta vagabunda,Rufous Treepie,0.9845,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
174.0,177.0,Dendrocitta vagabunda,Rufous Treepie,0.9559,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
177.0,180.0,Dendrocitta vagabunda,Rufous Treepie,0.8401,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
198.0,201.0,Psilopogon viridis,White-cheeked Barbet,0.7972,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
204.0,207.0,Psilopogon viridis,White-cheeked Barbet,0.7583,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260222_083000.wav
