Start (s),End (s),Scientific name,Common name,Confidence,File
54.0,57.0,Argya striata,Jungle Babbler,0.9017,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
120.0,123.0,Psilopogon viridis,White-cheeked Barbet,0.7155,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
210.0,213.0,Dendrocitta vagabunda,Rufous Treepie,0.9494,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
213.0,216.0,Dendrocitta vagabunda,Rufous Treepie,0.9984,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
216.0,219.0,Dendrocitta vagabunda,Rufous Treepie,0.9875,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
219.0,222.0,Dendrocitta vagabunda,Rufous Treepie,0.9929,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
222.0,225.0,Dendrocitta vagabunda,Rufous Treepie,0.9994,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
258.0,261.0,Dendrocitta vagabunda,Rufous Treepie,0.9485,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
261.0,264.0,Dendrocitta vagabunda,Rufous Treepie,0.9972,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
264.0,267.0,Dendrocitta vagabunda,Rufous Treepie,0.9993,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
267.0,270.0,Dendrocitta vagabunda,Rufous Treepie,0.9910,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
270.0,273.0,Dendrocitta vagabunda,Rufous Treepie,0.9923,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
273.0,276.0,Dendrocitta vagabunda,Rufous Treepie,0.9921,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
276.0,279.0,Dendrocitta vagabunda,Rufous Treepie,0.9985,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
279.0,282.0,Dendrocitta vagabunda,Rufous Treepie,0.8910,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
282.0,285.0,Dendrocitta vagabunda,Rufous Treepie,0.9587,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
285.0,288.0,Dendrocitta vagabunda,Rufous Treepie,0.8974,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
297.0,300.0,Dendrocitta vagabunda,Rufous Treepie,0.9987,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260217_064500.wav
