Start (s),End (s),Scientific name,Common name,Confidence,File
123.0,126.0,Psilopogon viridis,White-cheeked Barbet,0.9884,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260214_164500.wav
126.0,129.0,Psilopogon viridis,White-cheeked Barbet,0.9875,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260214_164500.wav
129.0,132.0,Psilopogon viridis,White-cheeked Barbet,0.9898,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260214_164500.wav
132.0,135.0,Psilopogon viridis,White-cheeked Barbet,0.9972,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260214_164500.wav
135.0,138.0,Psilopogon viridis,White-cheeked Barbet,0.9917,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260214_164500.wav
138.0,141.0,Psilopogon viridis,White-cheeked Barbet,0.9904,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260214_164500.wav
141.0,144.0,Psilopogon viridis,White-cheeked Barbet,0.9194,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260214_164500.wav
