Start (s),End (s),Scientific name,Common name,Confidence,File
45.0,48.0,Psilopogon viridis,White-cheeked Barbet,0.9015,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
48.0,51.0,Psilopogon viridis,White-cheeked Barbet,0.9542,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
51.0,54.0,Psilopogon viridis,White-cheeked Barbet,0.9730,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
54.0,57.0,Psilopogon viridis,White-cheeked Barbet,0.9417,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
63.0,66.0,Psilopogon viridis,White-cheeked Barbet,0.7071,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
114.0,117.0,Psilopogon viridis,White-cheeked Barbet,0.9219,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
117.0,120.0,Psilopogon viridis,White-cheeked Barbet,0.8047,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
120.0,123.0,Psilopogon viridis,White-cheeked Barbet,0.8690,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
123.0,126.0,Psilopogon viridis,White-cheeked Barbet,0.9587,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
126.0,129.0,Psilopogon viridis,White-cheeked Barbet,0.8974,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
129.0,132.0,Psilopogon viridis,White-cheeked Barbet,0.9826,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
132.0,135.0,Psilopogon viridis,White-cheeked Barbet,0.9331,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
255.0,258.0,Psilopogon viridis,White-cheeked Barbet,0.8273,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
258.0,261.0,Psilopogon viridis,White-cheeked Barbet,0.7142,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
261.0,264.0,Psilopogon viridis,White-cheeked Barbet,0.8408,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
264.0,267.0,Psilopogon viridis,White-cheeked Barbet,0.9027,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
267.0,270.0,Psilopogon viridis,White-cheeked Barbet,0.8896,D:\TST_DATA\ATR_01\LC\LC_02\Data\TST-11_20260215_173000.wav
