Start (s),End (s),Scientific name,Common name,Confidence,File
57.0,60.0,Centropus sinensis,Greater Coucal,0.7122,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260214_064500.wav
63.0,66.0,Centropus sinensis,Greater Coucal,0.7180,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260214_064500.wav
66.0,69.0,Centropus sinensis,Greater Coucal,0.8669,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260214_064500.wav
75.0,78.0,Centropus sinensis,Greater Coucal,0.7942,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260214_064500.wav
93.0,96.0,Centropus sinensis,Greater Coucal,0.8801,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260214_064500.wav
96.0,99.0,Centropus sinensis,Greater Coucal,0.8609,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260214_064500.wav
99.0,102.0,Centropus sinensis,Greater Coucal,0.7695,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260214_064500.wav
117.0,120.0,Centropus sinensis,Greater Coucal,0.9574,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260214_064500.wav
222.0,225.0,Terpsiphone paradisi,Indian Paradise-Flycatcher,0.9091,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260214_064500.wav
255.0,258.0,Terpsiphone paradisi,Indian Paradise-Flycatcher,0.7127,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260214_064500.wav
264.0,267.0,Terpsiphone paradisi,Indian Paradise-Flycatcher,0.7914,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260214_064500.wav
