Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Oriolus xanthornus,Black-hooded Oriole,0.7612,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
9.0,12.0,Terpsiphone paradisi,Indian Paradise-Flycatcher,0.8720,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
45.0,48.0,Oriolus xanthornus,Black-hooded Oriole,0.9057,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
48.0,51.0,Oriolus xanthornus,Black-hooded Oriole,0.7930,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
51.0,54.0,Oriolus xanthornus,Black-hooded Oriole,0.7636,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
66.0,69.0,Oriolus xanthornus,Black-hooded Oriole,0.7673,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
69.0,72.0,Oriolus xanthornus,Black-hooded Oriole,0.7434,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
78.0,81.0,Oriolus xanthornus,Black-hooded Oriole,0.8380,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
81.0,84.0,Oriolus xanthornus,Black-hooded Oriole,0.7607,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
105.0,108.0,Oriolus xanthornus,Black-hooded Oriole,0.7362,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
111.0,114.0,Oriolus xanthornus,Black-hooded Oriole,0.8843,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
120.0,123.0,Oriolus xanthornus,Black-hooded Oriole,0.9436,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
126.0,129.0,Oriolus xanthornus,Black-hooded Oriole,0.9587,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
132.0,135.0,Oriolus xanthornus,Black-hooded Oriole,0.7068,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
138.0,141.0,Oriolus xanthornus,Black-hooded Oriole,0.8902,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
159.0,162.0,Oriolus xanthornus,Black-hooded Oriole,0.8101,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
171.0,174.0,Pericrocotus cinnamomeus,Small Minivet,0.8128,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
183.0,186.0,Oriolus xanthornus,Black-hooded Oriole,0.8012,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
267.0,270.0,Pycnonotus luteolus,White-browed Bulbul,0.7110,D:\TST_DATA\ATR_01\LNC\LNC_02____\audio_trimmed\TST-12_20260215_074500.wav
