Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Gallus sonneratii,Gray Junglefowl,0.9537,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
12.0,15.0,Gallus sonneratii,Gray Junglefowl,0.9760,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
15.0,18.0,Zosterops palpebrosus,Indian White-eye,0.8010,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
18.0,21.0,Gallus sonneratii,Gray Junglefowl,0.9902,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
27.0,30.0,Gallus sonneratii,Gray Junglefowl,0.9930,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
30.0,33.0,Gallus sonneratii,Gray Junglefowl,0.9022,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
45.0,48.0,Gallus sonneratii,Gray Junglefowl,0.9881,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
48.0,51.0,Gallus sonneratii,Gray Junglefowl,0.9990,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
57.0,60.0,Gallus sonneratii,Gray Junglefowl,0.7870,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
60.0,63.0,Zosterops palpebrosus,Indian White-eye,0.8899,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
63.0,66.0,Zosterops palpebrosus,Indian White-eye,0.9171,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
69.0,72.0,Gallus sonneratii,Gray Junglefowl,0.9941,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
72.0,75.0,Gallus sonneratii,Gray Junglefowl,0.8175,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
78.0,81.0,Zosterops palpebrosus,Indian White-eye,0.8174,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
81.0,84.0,Zosterops palpebrosus,Indian White-eye,0.8554,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
87.0,90.0,Gallus sonneratii,Gray Junglefowl,0.9694,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
90.0,93.0,Gallus sonneratii,Gray Junglefowl,0.9984,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
108.0,111.0,Zosterops palpebrosus,Indian White-eye,0.7050,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
114.0,117.0,Gallus sonneratii,Gray Junglefowl,0.9805,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
117.0,120.0,Gallus sonneratii,Gray Junglefowl,0.9685,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
123.0,126.0,Zosterops palpebrosus,Indian White-eye,0.9621,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
129.0,132.0,Zosterops palpebrosus,Indian White-eye,0.9631,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
132.0,135.0,Pycnonotus luteolus,White-browed Bulbul,0.9362,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
135.0,138.0,Pycnonotus luteolus,White-browed Bulbul,0.7161,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
138.0,141.0,Pycnonotus luteolus,White-browed Bulbul,0.9784,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
147.0,150.0,Gallus sonneratii,Gray Junglefowl,0.9964,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
150.0,153.0,Gallus sonneratii,Gray Junglefowl,0.7104,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
174.0,177.0,Gallus sonneratii,Gray Junglefowl,0.9962,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
195.0,198.0,Gallus sonneratii,Gray Junglefowl,0.8248,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
204.0,207.0,Gallus sonneratii,Gray Junglefowl,0.9926,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
210.0,213.0,Gallus sonneratii,Gray Junglefowl,0.8715,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
228.0,231.0,Gallus sonneratii,Gray Junglefowl,0.9968,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
285.0,288.0,Gallus sonneratii,Gray Junglefowl,0.7890,D:\TST_DATA\STR_01\STR\NLC_03\rec_6\Data\TST-6_20260221_063000.wav
