Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Halcyon smyrnensis,White-throated Kingfisher,0.8091,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260219_074500.wav
6.0,9.0,Halcyon smyrnensis,White-throated Kingfisher,0.8828,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260219_074500.wav
30.0,33.0,Cyornis tickelliae,Tickell's Blue Flycatcher,0.7462,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260219_074500.wav
33.0,36.0,Halcyon smyrnensis,White-throated Kingfisher,0.8074,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260219_074500.wav
42.0,45.0,Cyornis tickelliae,Tickell's Blue Flycatcher,0.7572,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260219_074500.wav
84.0,87.0,Cyornis tickelliae,Tickell's Blue Flycatcher,0.7230,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260219_074500.wav
99.0,102.0,Halcyon smyrnensis,White-throated Kingfisher,0.7036,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260219_074500.wav
111.0,114.0,Halcyon smyrnensis,White-throated Kingfisher,0.7283,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260219_074500.wav
147.0,150.0,Halcyon smyrnensis,White-throated Kingfisher,0.8340,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260219_074500.wav
258.0,261.0,Cyornis tickelliae,Tickell's Blue Flycatcher,0.7957,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260219_074500.wav
