Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Psilopogon viridis,White-cheeked Barbet,0.8640,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
6.0,9.0,Halcyon smyrnensis,White-throated Kingfisher,0.8767,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
9.0,12.0,Halcyon smyrnensis,White-throated Kingfisher,0.9465,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
33.0,36.0,Halcyon smyrnensis,White-throated Kingfisher,0.8235,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
36.0,39.0,Halcyon smyrnensis,White-throated Kingfisher,0.7141,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
57.0,60.0,Halcyon smyrnensis,White-throated Kingfisher,0.9044,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
60.0,63.0,Halcyon smyrnensis,White-throated Kingfisher,0.8579,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
63.0,66.0,Halcyon smyrnensis,White-throated Kingfisher,0.7964,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
69.0,72.0,Halcyon smyrnensis,White-throated Kingfisher,0.9494,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
75.0,78.0,Halcyon smyrnensis,White-throated Kingfisher,0.7179,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
117.0,120.0,Halcyon smyrnensis,White-throated Kingfisher,0.8739,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
144.0,147.0,Halcyon smyrnensis,White-throated Kingfisher,0.7510,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
156.0,159.0,Halcyon smyrnensis,White-throated Kingfisher,0.8102,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
195.0,198.0,Halcyon smyrnensis,White-throated Kingfisher,0.7177,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
198.0,201.0,Halcyon smyrnensis,White-throated Kingfisher,0.8845,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
210.0,213.0,Halcyon smyrnensis,White-throated Kingfisher,0.9632,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
216.0,219.0,Halcyon smyrnensis,White-throated Kingfisher,0.8286,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
234.0,237.0,Halcyon smyrnensis,White-throated Kingfisher,0.9659,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
246.0,249.0,Halcyon smyrnensis,White-throated Kingfisher,0.8204,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
258.0,261.0,Halcyon smyrnensis,White-throated Kingfisher,0.7356,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
279.0,282.0,Halcyon smyrnensis,White-throated Kingfisher,0.7317,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260221_074500.wav
