Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Centropus sinensis,Greater Coucal,0.8595,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
12.0,15.0,Centropus sinensis,Greater Coucal,0.8250,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
15.0,18.0,Centropus sinensis,Greater Coucal,0.8249,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
18.0,21.0,Centropus sinensis,Greater Coucal,0.8459,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
21.0,24.0,Dicrurus aeneus,Bronzed Drongo,0.7689,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
66.0,69.0,Oriolus xanthornus,Black-hooded Oriole,0.7645,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
72.0,75.0,Centropus sinensis,Greater Coucal,0.7548,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
171.0,174.0,Dicrurus aeneus,Bronzed Drongo,0.8848,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
231.0,234.0,Psilopogon viridis,White-cheeked Barbet,0.8189,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
234.0,237.0,Psilopogon viridis,White-cheeked Barbet,0.8092,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
237.0,240.0,Psilopogon viridis,White-cheeked Barbet,0.8297,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
240.0,243.0,Psilopogon viridis,White-cheeked Barbet,0.9541,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
243.0,246.0,Psilopogon viridis,White-cheeked Barbet,0.7078,D:\TST_DATA\ATR_01\LC\LC_03\Data\TST-14_20260223_081500.wav
